# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
1.37          	U             	(5.637323e-01 -9.306662e-01 -1.914915e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.518161e+00 8.672211e-01 5.969439e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.37          	p             	-2.195240e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305730e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.38          	U             	(5.627769e-01 -9.292794e-01 -1.908484e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.518770e+00 8.449706e-01 6.100850e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.38          	p             	-2.172496e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.291711e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.39          	U             	(5.644022e-01 -9.241595e-01 -1.941748e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.540454e+00 8.520699e-01 6.322801e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.39          	p             	-2.108310e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301917e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.4           	U             	(5.671319e-01 -9.292205e-01 -1.913769e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530476e+00 8.568398e-01 6.221526e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.4           	p             	-2.168916e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.291683e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.41          	U             	(5.638248e-01 -9.303144e-01 -1.913523e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509894e+00 8.666107e-01 5.938549e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.41          	p             	-2.206910e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298464e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.42          	U             	(5.614672e-01 -9.263047e-01 -1.924929e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534074e+00 8.482432e-01 6.217678e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.42          	p             	-2.119723e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302530e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.43          	U             	(5.673523e-01 -9.259252e-01 -1.937673e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536453e+00 8.596113e-01 6.382563e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.43          	p             	-2.120064e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300556e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.44          	U             	(5.667996e-01 -9.302768e-01 -1.919682e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517749e+00 8.713050e-01 6.029794e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.44          	p             	-2.192432e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298232e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.45          	U             	(5.604191e-01 -9.298859e-01 -1.901795e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.518283e+00 8.554662e-01 6.014888e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.45          	p             	-2.183189e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297319e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.46          	U             	(5.657912e-01 -9.256400e-01 -1.942547e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536034e+00 8.500728e-01 6.329100e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.46          	p             	-2.094213e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.306792e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.47          	U             	(5.680652e-01 -9.277473e-01 -1.918534e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533920e+00 8.544455e-01 6.275190e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.47          	p             	-2.153819e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.285574e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.48          	U             	(5.627926e-01 -9.301146e-01 -1.911748e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.511121e+00 8.632332e-01 5.913078e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.48          	p             	-2.197507e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302408e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.49          	U             	(5.632416e-01 -9.261249e-01 -1.922835e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.525413e+00 8.474912e-01 6.182407e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.49          	p             	-2.138676e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297409e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.5           	U             	(5.652649e-01 -9.242900e-01 -1.935118e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542012e+00 8.514047e-01 6.353476e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.5           	p             	-2.116207e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295328e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.51          	U             	(5.665909e-01 -9.309235e-01 -1.917990e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521344e+00 8.695206e-01 6.107034e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.51          	p             	-2.190685e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302701e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.52          	U             	(5.634153e-01 -9.299164e-01 -1.912499e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.511671e+00 8.594329e-01 5.983183e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.52          	p             	-2.192724e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296326e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.53          	U             	(5.621136e-01 -9.245480e-01 -1.935420e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538835e+00 8.459814e-01 6.256873e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.53          	p             	-2.097835e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.306496e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.54          	U             	(5.685502e-01 -9.281246e-01 -1.921867e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.532637e+00 8.622109e-01 6.326786e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.54          	p             	-2.140176e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.291016e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.55          	U             	(5.651994e-01 -9.304165e-01 -1.915251e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.513643e+00 8.636942e-01 5.964219e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.55          	p             	-2.206355e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296652e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.56          	U             	(5.595677e-01 -9.271467e-01 -1.909178e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.524619e+00 8.513983e-01 6.143536e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.56          	p             	-2.155171e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295576e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.57          	U             	(5.668277e-01 -9.259392e-01 -1.941144e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542040e+00 8.513362e-01 6.359122e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.57          	p             	-2.112059e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303388e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.58          	U             	(5.676361e-01 -9.294754e-01 -1.921150e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.523527e+00 8.649346e-01 6.185383e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.58          	p             	-2.178619e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.291661e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.59          	U             	(5.616457e-01 -9.303641e-01 -1.903326e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509783e+00 8.660345e-01 5.958412e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.59          	p             	-2.200106e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298930e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.6           	U             	(5.643117e-01 -9.252009e-01 -1.936906e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536541e+00 8.393441e-01 6.235631e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.6           	p             	-2.105788e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303193e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.61          	U             	(5.668703e-01 -9.256228e-01 -1.928763e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536992e+00 8.625509e-01 6.374485e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.61          	p             	-2.134462e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.290886e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.62          	U             	(5.646562e-01 -9.303175e-01 -1.914522e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.515150e+00 8.675871e-01 5.988567e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.62          	p             	-2.195991e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302463e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.63          	U             	(5.621058e-01 -9.273183e-01 -1.910483e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517736e+00 8.526033e-01 6.101768e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.63          	p             	-2.178297e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.289947e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.64          	U             	(5.640212e-01 -9.248493e-01 -1.936468e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.545162e+00 8.522126e-01 6.307309e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.64          	p             	-2.112002e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302928e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.65          	U             	(5.684877e-01 -9.300900e-01 -1.917268e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.528006e+00 8.514643e-01 6.235276e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.65          	p             	-2.170640e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.291288e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.66          	U             	(5.630174e-01 -9.290559e-01 -1.911159e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509454e+00 8.712513e-01 5.943688e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.66          	p             	-2.205195e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294414e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.67          	U             	(5.610232e-01 -9.260293e-01 -1.921669e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533177e+00 8.512460e-01 6.202447e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.67          	p             	-2.119612e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302443e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.68          	U             	(5.687710e-01 -9.266057e-01 -1.938547e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538366e+00 8.505381e-01 6.369144e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.68          	p             	-2.123414e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298110e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.69          	U             	(5.649624e-01 -9.285052e-01 -1.918038e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517831e+00 8.749001e-01 6.059341e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.69          	p             	-2.203965e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296379e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.7           	U             	(5.606849e-01 -9.293085e-01 -1.903214e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514222e+00 8.599629e-01 6.040631e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.7           	p             	-2.186832e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297952e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.71          	U             	(5.662987e-01 -9.255161e-01 -1.942828e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538263e+00 8.498009e-01 6.304192e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.71          	p             	-2.100783e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303187e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.72          	U             	(5.671820e-01 -9.277822e-01 -1.917901e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537211e+00 8.448809e-01 6.261824e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.72          	p             	-2.153132e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.287756e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.73          	U             	(5.633817e-01 -9.303034e-01 -1.911285e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509459e+00 8.651860e-01 5.935082e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.73          	p             	-2.196994e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301778e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.74          	U             	(5.628928e-01 -9.252575e-01 -1.923783e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.525316e+00 8.528133e-01 6.205009e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.74          	p             	-2.136800e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294736e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.75          	U             	(5.653686e-01 -9.249929e-01 -1.934999e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.544857e+00 8.479169e-01 6.322891e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.75          	p             	-2.118567e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299405e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.76          	U             	(5.672236e-01 -9.309212e-01 -1.918055e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.520078e+00 8.668187e-01 6.087514e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.76          	p             	-2.191427e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300379e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.77          	U             	(5.621960e-01 -9.297319e-01 -1.910100e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.512779e+00 8.623686e-01 6.012366e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.77          	p             	-2.192105e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295162e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.78          	U             	(5.633792e-01 -9.248287e-01 -1.936779e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535735e+00 8.551065e-01 6.275280e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.78          	p             	-2.094490e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.307995e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.79          	U             	(5.692939e-01 -9.283702e-01 -1.921809e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534922e+00 8.512696e-01 6.288137e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.79          	p             	-2.146826e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.287477e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.8           	U             	(5.631105e-01 -9.297229e-01 -1.908286e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514668e+00 8.635074e-01 5.964181e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.8           	p             	-2.207404e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293690e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.81          	U             	(5.605234e-01 -9.275379e-01 -1.911917e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.520851e+00 8.559557e-01 6.173224e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.81          	p             	-2.149722e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296547e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.82          	U             	(5.673423e-01 -9.260445e-01 -1.943064e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.543852e+00 8.556434e-01 6.353598e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.82          	p             	-2.111957e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301226e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.83          	U             	(5.660327e-01 -9.295549e-01 -1.916136e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.525682e+00 8.590090e-01 6.154727e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.83          	p             	-2.184664e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295835e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.84          	U             	(5.630907e-01 -9.299202e-01 -1.904586e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.506239e+00 8.638839e-01 5.983106e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.84          	p             	-2.202995e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294722e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.85          	U             	(5.635511e-01 -9.241415e-01 -1.938036e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535389e+00 8.490263e-01 6.249942e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.85          	p             	-2.108047e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301345e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.86          	U             	(5.664045e-01 -9.261308e-01 -1.927413e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538415e+00 8.614369e-01 6.331754e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.86          	p             	-2.133794e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296510e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.87          	U             	(5.660782e-01 -9.305527e-01 -1.916074e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514418e+00 8.622428e-01 5.985738e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.87          	p             	-2.200199e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299439e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.88          	U             	(5.608589e-01 -9.271626e-01 -1.909690e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521319e+00 8.534996e-01 6.124593e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.88          	p             	-2.176169e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.290873e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.89          	U             	(5.644747e-01 -9.253104e-01 -1.936647e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.540895e+00 8.587776e-01 6.331970e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.89          	p             	-2.103925e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.306315e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.9           	U             	(5.694721e-01 -9.304736e-01 -1.917478e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.528697e+00 8.486728e-01 6.218017e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.9           	p             	-2.176568e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.289321e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.91          	U             	(5.622859e-01 -9.297734e-01 -1.908193e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509047e+00 8.618790e-01 5.934853e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.91          	p             	-2.203031e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295597e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.92          	U             	(5.611643e-01 -9.255830e-01 -1.920685e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530501e+00 8.533123e-01 6.243790e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.92          	p             	-2.120233e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298800e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.93          	U             	(5.689603e-01 -9.267191e-01 -1.936188e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537968e+00 8.653288e-01 6.388751e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.93          	p             	-2.126191e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293348e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.94          	U             	(5.643531e-01 -9.304523e-01 -1.916997e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.519976e+00 8.647427e-01 5.980895e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.94          	p             	-2.196309e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304397e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.95          	U             	(5.619832e-01 -9.289929e-01 -1.904459e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.513335e+00 8.499923e-01 6.063959e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.95          	p             	-2.180592e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.291321e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.96          	U             	(5.651718e-01 -9.246991e-01 -1.940284e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535070e+00 8.627619e-01 6.337822e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.96          	p             	-2.103475e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301537e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.97          	U             	(5.669404e-01 -9.287369e-01 -1.916731e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537232e+00 8.492817e-01 6.237290e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.97          	p             	-2.152209e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.291302e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.98          	U             	(5.645803e-01 -9.301299e-01 -1.915936e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.507758e+00 8.591248e-01 5.922226e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.98          	p             	-2.201477e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301118e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
1.99          	U             	(5.613888e-01 -9.252719e-01 -1.923646e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.529212e+00 8.550814e-01 6.196446e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
1.99          	p             	-2.133474e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298253e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2             	U             	(5.656149e-01 -9.253733e-01 -1.934721e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542249e+00 8.591291e-01 6.374196e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2             	p             	-2.113489e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301158e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.01          	U             	(5.684020e-01 -9.312939e-01 -1.921631e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.518388e+00 8.661703e-01 6.081259e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.01          	p             	-2.192286e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299957e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.02          	U             	(5.607904e-01 -9.294368e-01 -1.906263e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514959e+00 8.563085e-01 5.985820e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.02          	p             	-2.192052e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295667e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.03          	U             	(5.637611e-01 -9.252759e-01 -1.935448e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535813e+00 8.566023e-01 6.324729e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.03          	p             	-2.098237e+00	(1.884477e-01 4.815434e-02 -1.025000e-02)	0	2.306265e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.04          	U             	(5.697270e-01 -9.285973e-01 -1.925504e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.532767e+00 8.600436e-01 6.297105e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.04          	p             	-2.145378e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.289233e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.05          	U             	(5.624485e-01 -9.303141e-01 -1.906760e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516002e+00 8.603212e-01 5.952591e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
