# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
2.74          	U             	(5.616168e-01 -9.267180e-01 -1.921792e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.528247e+00 8.505622e-01 6.232872e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.74          	p             	-2.121863e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299726e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.75          	U             	(5.678138e-01 -9.252409e-01 -1.938149e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536712e+00 8.637770e-01 6.380228e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.75          	p             	-2.122749e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293779e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.76          	U             	(5.647145e-01 -9.305222e-01 -1.916911e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521325e+00 8.688217e-01 6.013270e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.76          	p             	-2.193691e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303989e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.77          	U             	(5.627896e-01 -9.297942e-01 -1.910138e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.511646e+00 8.515223e-01 6.011946e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.77          	p             	-2.185260e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296885e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.78          	U             	(5.644550e-01 -9.245177e-01 -1.941707e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534970e+00 8.582718e-01 6.313491e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.78          	p             	-2.100620e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303541e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.79          	U             	(5.672695e-01 -9.286390e-01 -1.912911e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537343e+00 8.558094e-01 6.291754e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.79          	p             	-2.148061e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.287888e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.8           	U             	(5.653622e-01 -9.304599e-01 -1.916163e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.511402e+00 8.591557e-01 5.943020e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.8           	p             	-2.201197e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299589e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.81          	U             	(5.604800e-01 -9.258520e-01 -1.918348e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.526622e+00 8.496625e-01 6.166812e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.81          	p             	-2.142939e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299161e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.82          	U             	(5.659466e-01 -9.254268e-01 -1.934506e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.540351e+00 8.573792e-01 6.385145e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.82          	p             	-2.111248e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299151e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.83          	U             	(5.683629e-01 -9.309831e-01 -1.925238e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521540e+00 8.690416e-01 6.099326e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.83          	p             	-2.191029e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298999e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.84          	U             	(5.609791e-01 -9.306137e-01 -1.905223e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514396e+00 8.590124e-01 5.977985e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.84          	p             	-2.195282e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299762e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.85          	U             	(5.639376e-01 -9.250261e-01 -1.935782e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533653e+00 8.470866e-01 6.296263e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.85          	p             	-2.097741e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304121e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.86          	U             	(5.691010e-01 -9.272770e-01 -1.926485e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534309e+00 8.663892e-01 6.328808e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.86          	p             	-2.145808e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.288106e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.87          	U             	(5.633321e-01 -9.304826e-01 -1.906450e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516097e+00 8.615539e-01 5.966590e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.87          	p             	-2.205779e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297037e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.88          	U             	(5.617964e-01 -9.275742e-01 -1.910231e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.520691e+00 8.458654e-01 6.154011e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.88          	p             	-2.156901e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.290264e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.89          	U             	(5.657150e-01 -9.248332e-01 -1.943009e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.543300e+00 8.571309e-01 6.352543e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.89          	p             	-2.115155e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300185e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.9           	U             	(5.667557e-01 -9.304446e-01 -1.917813e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.527016e+00 8.604744e-01 6.178520e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.9           	p             	-2.177112e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299673e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.91          	U             	(5.637423e-01 -9.301385e-01 -1.910353e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.508752e+00 8.607653e-01 5.940883e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.91          	p             	-2.205366e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296497e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.92          	U             	(5.617238e-01 -9.249820e-01 -1.930815e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537520e+00 8.440843e-01 6.223207e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.92          	p             	-2.108477e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302373e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.93          	U             	(5.677596e-01 -9.270068e-01 -1.929499e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536714e+00 8.674964e-01 6.392469e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.93          	p             	-2.123235e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296724e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.94          	U             	(5.662820e-01 -9.287220e-01 -1.920752e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514743e+00 8.670485e-01 6.000310e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.94          	p             	-2.204819e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298409e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.95          	U             	(5.599211e-01 -9.283681e-01 -1.903473e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521762e+00 8.530277e-01 6.076118e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.95          	p             	-2.180904e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296364e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.96          	U             	(5.665010e-01 -9.258387e-01 -1.939988e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.540029e+00 8.564881e-01 6.366983e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.96          	p             	-2.101479e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302420e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.97          	U             	(5.678196e-01 -9.281231e-01 -1.920937e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530515e+00 8.518528e-01 6.224702e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.97          	p             	-2.159052e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.288227e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.98          	U             	(5.619339e-01 -9.297126e-01 -1.907514e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.507887e+00 8.657593e-01 5.943713e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.98          	p             	-2.197583e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299443e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.99          	U             	(5.633872e-01 -9.252979e-01 -1.929304e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.531664e+00 8.473602e-01 6.209931e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.99          	p             	-2.117638e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298830e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3             	U             	(5.664235e-01 -9.253279e-01 -1.935331e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542272e+00 8.570355e-01 6.367432e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3             	p             	-2.122984e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295753e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.01          	U             	(5.654738e-01 -9.305771e-01 -1.917739e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516877e+00 8.700416e-01 6.047295e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.01          	p             	-2.191439e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304948e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.02          	U             	(5.629527e-01 -9.290429e-01 -1.909837e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.513510e+00 8.543772e-01 6.006604e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.02          	p             	-2.186298e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.292207e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.03          	U             	(5.631659e-01 -9.243785e-01 -1.938667e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.540842e+00 8.520142e-01 6.275641e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.03          	p             	-2.097452e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305518e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.04          	U             	(5.683420e-01 -9.289064e-01 -1.912732e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534277e+00 8.514955e-01 6.313608e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.04          	p             	-2.151990e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.285292e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.05          	U             	(5.642828e-01 -9.296138e-01 -1.913048e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510722e+00 8.655275e-01 5.990694e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.05          	p             	-2.202559e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293134e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.06          	U             	(5.602372e-01 -9.267104e-01 -1.913894e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.529116e+00 8.557465e-01 6.192637e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.06          	p             	-2.143545e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299444e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.07          	U             	(5.672425e-01 -9.257691e-01 -1.937096e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542755e+00 8.464980e-01 6.391170e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.07          	p             	-2.113995e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298300e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.08          	U             	(5.669924e-01 -9.298894e-01 -1.920518e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.519136e+00 8.693888e-01 6.117142e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.08          	p             	-2.192270e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294834e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.09          	U             	(5.610719e-01 -9.302741e-01 -1.905358e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510893e+00 8.639337e-01 5.977730e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.09          	p             	-2.191595e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301628e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.1           	U             	(5.653114e-01 -9.252691e-01 -1.941726e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538001e+00 8.410627e-01 6.275052e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.1           	p             	-2.099136e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304685e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.11          	U             	(5.668838e-01 -9.260872e-01 -1.922830e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535983e+00 8.606602e-01 6.319151e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.11          	p             	-2.151381e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.288629e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.12          	U             	(5.641040e-01 -9.306540e-01 -1.906905e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.513058e+00 8.651592e-01 5.977437e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.12          	p             	-2.206371e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297663e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.13          	U             	(5.626910e-01 -9.265700e-01 -1.917397e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521139e+00 8.500360e-01 6.159566e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.13          	p             	-2.160966e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293987e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.14          	U             	(5.644298e-01 -9.244969e-01 -1.936531e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.545589e+00 8.467023e-01 6.316317e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.14          	p             	-2.115200e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300463e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.15          	U             	(5.676263e-01 -9.302927e-01 -1.917434e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.524753e+00 8.622786e-01 6.179771e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.15          	p             	-2.185123e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294824e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.16          	U             	(5.633978e-01 -9.305094e-01 -1.910123e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509273e+00 8.682679e-01 5.969226e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.16          	p             	-2.204969e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296382e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.17          	U             	(5.618654e-01 -9.254076e-01 -1.930889e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537511e+00 8.454246e-01 6.215040e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.17          	p             	-2.105372e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.306338e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.18          	U             	(5.687766e-01 -9.271602e-01 -1.931445e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534503e+00 8.588421e-01 6.374256e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.18          	p             	-2.130249e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295769e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.19          	U             	(5.648971e-01 -9.297650e-01 -1.916637e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517379e+00 8.701755e-01 5.993464e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.19          	p             	-2.199326e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297924e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.2           	U             	(5.605816e-01 -9.287347e-01 -1.904472e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.520286e+00 8.519380e-01 6.103848e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.2           	p             	-2.166452e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294076e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.21          	U             	(5.665989e-01 -9.256580e-01 -1.942703e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538670e+00 8.516737e-01 6.349038e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.21          	p             	-2.107351e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304880e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.22          	U             	(5.674096e-01 -9.287949e-01 -1.917492e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.531483e+00 8.542602e-01 6.236320e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.22          	p             	-2.163647e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.286439e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.23          	U             	(5.623144e-01 -9.300999e-01 -1.906636e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509541e+00 8.669871e-01 5.944579e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.23          	p             	-2.202638e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299533e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.24          	U             	(5.635987e-01 -9.253860e-01 -1.932310e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530430e+00 8.449737e-01 6.205265e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.24          	p             	-2.121856e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302423e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.25          	U             	(5.659290e-01 -9.248498e-01 -1.932412e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539855e+00 8.605426e-01 6.355252e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.25          	p             	-2.124057e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293355e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.26          	U             	(5.658807e-01 -9.308794e-01 -1.917973e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517479e+00 8.693840e-01 6.030031e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.26          	p             	-2.192273e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304709e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.27          	U             	(5.625769e-01 -9.288152e-01 -1.912144e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.513273e+00 8.544352e-01 6.023736e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.27          	p             	-2.188400e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294698e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.28          	U             	(5.635676e-01 -9.246681e-01 -1.935317e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.541246e+00 8.546018e-01 6.292399e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.28          	p             	-2.098526e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303037e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.29          	U             	(5.688659e-01 -9.293198e-01 -1.917737e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535566e+00 8.488067e-01 6.295630e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.29          	p             	-2.154053e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.289529e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.3           	U             	(5.634314e-01 -9.292359e-01 -1.912793e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.508463e+00 8.647691e-01 5.958815e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.3           	p             	-2.201495e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295941e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.31          	U             	(5.604614e-01 -9.261425e-01 -1.915070e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.525023e+00 8.560628e-01 6.182986e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.31          	p             	-2.137824e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297392e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.32          	U             	(5.674939e-01 -9.260297e-01 -1.937197e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.544424e+00 8.494258e-01 6.359176e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.32          	p             	-2.118435e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296451e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.33          	U             	(5.661188e-01 -9.294126e-01 -1.920181e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.520458e+00 8.687813e-01 6.094000e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.33          	p             	-2.203273e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298945e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.34          	U             	(5.613749e-01 -9.294735e-01 -1.904635e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509193e+00 8.620274e-01 6.013318e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.34          	p             	-2.194167e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297596e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.35          	U             	(5.650246e-01 -9.245112e-01 -1.940997e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536082e+00 8.490402e-01 6.272239e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.35          	p             	-2.104337e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302048e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.36          	U             	(5.666879e-01 -9.263804e-01 -1.920861e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539961e+00 8.542631e-01 6.297669e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.36          	p             	-2.152111e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.288469e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.37          	U             	(5.644599e-01 -9.303530e-01 -1.908889e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509268e+00 8.627733e-01 5.986410e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.37          	p             	-2.202037e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297250e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.38          	U             	(5.623049e-01 -9.257923e-01 -1.920182e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.523120e+00 8.542839e-01 6.140116e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.38          	p             	-2.154291e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294886e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.39          	U             	(5.644751e-01 -9.248683e-01 -1.935313e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.547541e+00 8.489592e-01 6.338316e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.39          	p             	-2.109031e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300949e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.4           	U             	(5.683060e-01 -9.304997e-01 -1.918348e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521386e+00 8.612521e-01 6.185255e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.4           	p             	-2.181892e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295908e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.41          	U             	(5.627279e-01 -9.295555e-01 -1.909598e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.508576e+00 8.668206e-01 5.962347e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.41          	p             	-2.201645e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293790e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.42          	U             	(5.616387e-01 -9.256245e-01 -1.929523e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535614e+00 8.554491e-01 6.248721e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
